0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,label
0,0,0,1,0,0,0.626506,0,1,0,0.169492,0.173913,0.234973,0.987415,0.993117,0.905556,0.023121,0.833333,0.863636,0,0,0,1,0,0,0.940678,0.940678,1,0.150559065,0,0,0,0,1,1,1,0,0,0,1,1,0.125,0,0,1,0,0
0,0,0,1,0,0,0,0,1,0.485,0.525424,0.516304,0.513661,0.983612,0.996124,0.883333,0.421965,0.708333,0.363636,0,0,0,1,0,0,0.966102,0.966102,1,0.507337956,0,0,0,0,1,1,1,0,0,0,1,0,0.0625,0,0,1,0,0
0,0,0,1,0,0,0.536145,0,1,0.045,0.525424,0.065217,0.15847,0.986347,0.989122,0.911111,0.254335,0.708333,0.454545,0,0,0,1,0,0,0.974576,0.974576,1,0.035978204,0,1,1,0,0,1,1,0,0,0,1,1,0.25,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0,0.546584,0.537037,0.539877,0.970806,0.988856,0.947059,0.460123,0.833333,0.733333,0,0,0,1,0,0,0.966102,0.957983,1,0.813844399,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0.5,0.525424,0.516304,0.513661,0.970738,0.988864,0.9,0.421965,0.625,0.681818,0,0,0,1,0,0,0.949153,0.957627,1,0.531938276,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0,0.525424,0.516304,0.513661,0.983609,0.996124,0.883333,0.416185,0.625,0.613636,0,0,0,1,0,0,0.949153,0.949153,1,0.796412113,0,0,0,0,0,1,1,0,0,0,1,1,0.0625,0,0,1,0,0
0,0,0,1,0,0,0.439759,0,1,0.56,0.525424,0.516304,0.513661,0.993473,0.991286,0.9,0.404624,0.666667,0.477273,0,0,0,0,1,0,0.974576,0.974576,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,0,0,0,1,0
0,0,0,1,0,0,0,1,1,0.5,0.525424,0.516304,0.513661,0.9708,0.988853,0.916667,0.421965,0.958333,0.977273,0,0,0,0,1,0,0.932203,0.932203,1,0.795199142,0,0,0,0,1,1,1,0,0,0,0,1,0.0625,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0,0.525424,0.516304,0.513661,0.997029,0.987725,0.905556,0.421965,0.583333,0.568182,0,0,0,0,1,0,0.957627,0.957627,1,0.802272021,0,0,0,0,1,1,1,0,0,0,1,1,0.0625,0,1,0,0,0
0,0,0,1,0,0,0,1,1,0.5,0.525424,0.516304,0.513661,0,0,0.9,0.421965,0.5,0.681818,0,0,0,0,1,0,0.949153,0.949153,1,0.472282028,0,0,0,0,1,1,1,0,0,0,0,1,0.0625,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.970788,0.988852,0.905556,0.427746,0.583333,0.25,0,0,1,0,0,0,0.991525,0.991525,1,0.530776542,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,0,0,1,0,0
0,0,0,1,0,0,0.644578,0,1,0.36,0.525424,0.375,0.513661,0.979871,0.997641,0.9,0.393064,0.583333,0.636364,0,0,0,0,1,0,0.957627,0.957627,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.1875,0,1,0,0,0
0,0,0,1,0,0,0,1,0,0.5,0.525424,0.516304,0.513661,0.97077,0.98886,0.894444,0.421965,0.625,0.636364,0,0,0,1,0,0,0.957627,0.957627,1,0.521397971,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,0,0,1,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.971946,0.99998,0.872222,0.427746,0.583333,0.431818,0,0,0,1,0,0,0.974576,0.974576,1,0.51203613,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,0,0,1,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.994398,0.991169,0.905556,0.421965,0.583333,0.477273,0,0,0,1,0,0,0.966102,0.966102,1,0.543589079,0,0,0,0,1,1,1,0,0,0,0,0,0.125,0,0,1,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0,0,0.888889,0.421965,0.583333,0.409091,0,0,0,0,1,0,0.974576,0.974576,1,0.565866977,0,0,0,0,1,1,1,0,0,0,0,0,0.375,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.971884,0.999993,0.888889,0.421965,0.666667,0.727273,0,0,0,1,0,0,0.949153,0.949153,1,0.498009576,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0.546584,0.537037,0.539877,0.977673,0.993652,0.947059,0.460123,0.75,0.433333,0,0,0,1,0,0,0.983051,0.97479,1,0.813844399,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0,0,0.686747,0,1,0.5,0.525424,0.516304,0.513661,0.987805,0.989226,0.905556,0.416185,0.708333,0.818182,0,0,0,0,1,0,0.940678,0.940678,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0.25,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0.5,0.525424,0.516304,0.513661,0.970729,0.988864,0.894444,0.421965,0.583333,0.318182,0,0,0,0,1,0,0.983051,0.983051,1,0.868967688,0,0,0,0,1,1,1,0,0,0,0,1,0.0625,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0.5,0.525424,0.516304,0.513661,0.971783,0.988644,0.905556,0.421965,0.583333,0.340909,0,0,0,0,1,0,0.983051,0.983051,1,0.860784312,0,0,0,0,1,1,1,0,0,0,0,1,0.1875,1,0,0,0,0
0,1,0,0,0,0,0.457831,0,1,0,0.367232,0.516304,0.513661,0.984593,0.995451,0.872222,0.393064,0.583333,0.113636,0,0,1,0,0,0,1,1,1,0.574101591,0,0,0,0,1,1,0,0,0,0,1,1,0.125,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0.5,0.525424,0.516304,0.513661,0.971857,0.988629,0.916667,0.421965,0.583333,0.545455,0,0,0,1,0,0,0.957627,0.949153,1,0.764790151,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,1,0,0,0,0
0,0,0,1,0,0,0.644578,0,1,0.37,0.367232,0.380435,0.360656,0.987167,0.993215,0.905556,0.225434,0.708333,0.772727,0,0,0,0,1,0,0.940678,0.940678,1,0.083847713,0,0,0,0,0,0,0,0,0,0,1,1,0.0625,0,0,0,1,0
0,0,0,1,0,0,0.246914,0,1,0.546448,0.546584,0.537037,0.539877,0.971738,0.988673,0,0.441718,0.75,0.433333,0,0,0,0,1,0,0.983051,0.97479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166667,0,1,0,0,0
0,0,0,1,0,0,0.825301,0,1,0.615,0.666667,0.663043,0.661202,0.985482,0.985144,0.888889,0.786127,0.583333,0.5,0,0,0,0,1,0,0.966102,0.966102,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0.25,0,0,0,1,0
0,0,0,1,0,0,0,1,1,0.546448,0.546584,0.537037,0.539877,0.98362,0.996129,0.958824,0.466258,1,0.366667,0,0,0,1,0,0,0.974576,0.966387,1,0.499966016,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0.525424,0.516304,0.513661,0.991529,0.990247,0.905556,0.421965,0.625,0.636364,0,0,0,0,1,0,0.957627,0.957627,1,0.530776542,0,0,0,0,1,1,1,0,0,0,1,1,0.0625,0,1,0,0,0
0,0,0,1,0,0,0,1,0,0.5,0.525424,0.516304,0.513661,0.970791,0.988851,0.911111,0.421965,0.583333,0.636364,0,0,0,1,0,0,0.949153,0.949153,1,0.529563571,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,0,0,1,0,0
0,0,0,1,0,0,0,0,1,0.485,0.525424,0.516304,0.513661,0.994387,0.991174,0.894444,0.421965,0.708333,0.454545,0,0,0,1,0,0,0.974576,0.974576,1,0.831502548,0,0,0,0,1,1,1,0,0,0,1,0,0.25,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0.5,0.525424,0.516304,0.513661,0.971863,0.988629,0.911111,0.421965,0.583333,0.318182,0,0,0,1,0,0,0.983051,0.983051,1,0.71914268,0,0,0,0,1,1,1,0,0,0,0,0,0.125,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0.525424,0.516304,0.513661,0.983616,0.996126,0.911111,0.421965,0.708333,0.545455,0,0,0,1,0,0,0.957627,0.966102,1,0.795251425,0,0,0,0,1,1,1,0,0,0,1,1,0.0625,0,0,1,0,0
0,0,0,1,0,0,0.185185,0,1,0.546448,0.546584,0.537037,0.539877,0.994156,0.991242,0.958824,0.460123,0.833333,0.5,0,0,0,1,0,0,0.983051,0.97479,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.222222,0,0,1,0,0
0,0,0,1,0,0,0.463855,0,1,0.01,0.073446,0.103261,0.065574,0.988175,0.989284,0.905556,0.040462,0.833333,0.931818,0,0,0,0,1,0,0.932203,0.932203,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0.1875,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0.5,0.525424,0.516304,0.513661,0.971831,0.988628,0.9,0.421965,0.625,0.5,0,0,0,1,0,0,0.974576,0.974576,1,0.624326984,0,0,0,0,1,1,1,0,0,0,0,0,0.125,1,0,0,0,0
0,0,0,1,0,0,0,1,1,0.5,0.525424,0.516304,0.513661,0.983626,0.996141,0.888889,0.421965,0.625,0.681818,0,0,0,0,1,0,0.949153,0.957627,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0.0625,0,0,0,1,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.971786,0.988643,0.883333,0.421965,0.708333,0.590909,0,0,0,0,1,0,0.957627,0.957627,1,0.540070415,0,0,0,0,1,1,1,0,0,0,0,0,0.25,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.970749,0.988867,0.911111,0.427746,0.583333,0.272727,0,0,0,1,0,0,0.983051,0.983051,1,0.530759812,0,0,0,0,1,1,1,0,0,0,0,1,0.0625,0,0,1,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.971809,0.988645,0.9,0.421965,0.708333,0.681818,0,0,0,0,1,0,0.949153,0.949153,1,0.563492271,0,0,0,0,1,1,1,0,0,0,0,0,0.25,0,1,0,0,0
0,0,0,1,0,0,0.566265,0,1,0.155,0.525424,0.516304,0.15847,0.989057,0.991747,0.9,0.277457,0.583333,0.545455,0,0,0,0,1,0,0.966102,0.966102,1,0.05458268,0,0,0,0,0,0,1,0,0,0,1,1,0.5,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0.485,0.525424,0.516304,0.513661,0.971818,0.988644,0.905556,0.421965,0.75,0.772727,0,0,0,0,1,0,0.940678,0.940678,1,0.528401837,0,0,0,0,1,1,1,0,0,0,1,0,0.1875,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.971809,0.988645,0.911111,0.421965,0.583333,0.5,0,0,0,0,1,0,0.966102,0.966102,1,0.536585213,0,0,0,0,1,1,1,0,0,0,0,0,0.125,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0.485,0.525424,0.516304,0.513661,0.994382,0.991174,0.872222,0.421965,0.708333,0.409091,0,0,0,1,0,0,0.974576,0.983051,1,0.560007069,0,0,0,0,1,1,1,0,0,0,1,0,0.3125,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0.5,0.525424,0.516304,0.513661,0.971859,0.98863,0.911111,0.427746,0.583333,0.318182,0,0,0,0,1,0,0.983051,0.983051,0,0.831502548,0,0,0,0,1,1,1,0,0,0,0,0,0.125,1,0,0,0,0
0,0,0,1,0,0,0,1,1,0.5,0.525424,0.516304,0.513661,0.965603,0.99515,0.911111,0.421965,0.708333,0.75,0,0,0,0,1,0,0.949153,0.949153,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,0,0,0,1,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.994381,0.991172,0.905556,0.421965,0.541667,0.681818,0,0,0,0,1,0,0.940678,0.949153,1,0.868967688,0,0,0,0,1,1,1,0,0,0,0,0,0.125,0,0,1,0,0
0,0,0,1,0,0,0.379518,0,1,0.26,0.525424,0.516304,0.513661,0.972298,0.988772,0.911111,0.421965,0.708333,0.818182,0,0,0,0,1,0,0.881356,0.889831,1,0.5237549,0,0,0,0,1,1,1,0,0,0,1,1,0.25,0,1,0,0,0
0,0,0,1,0,0,0.463855,0,1,0.345,0.525424,0.516304,0.513661,0.972222,0.988781,0.911111,0.421965,0.625,0.568182,0,0,0,0,1,0,0.847458,0.855932,1,0.288630795,0,0,0,0,1,1,1,0,0,0,1,1,0.1875,0,1,0,0,0
0,0,0,1,0,0,0.192771,0,1,0.395,0.525424,0.516304,0.327869,0.988449,0.989335,0.911111,0.387283,0.833333,0.909091,0,0,0,0,1,0,0.940678,0.940678,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0.0625,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0.525424,0.516304,0.513661,0.97195,0.99998,0.877778,0.427746,0.708333,0.318182,0,0,0,1,0,0,0.974576,0.974576,1,0.534245014,0,0,0,0,1,1,1,0,0,0,1,0,0.0625,0,0,1,0,0
0,0,0,1,0,0,0,1,1,0,0.525424,0.516304,0.513661,0.988431,0.983984,0.911111,0.421965,0.625,0.363636,0,0,0,0,1,0,0.974576,0.974576,1,0.802272021,0,0,0,0,1,1,1,0,0,0,1,1,0.0625,0,1,0,0,0
0,0,0,1,0,0,0,1,1,0.5,0.525424,0.516304,0.513661,0.971945,0.99998,0.872222,0.421965,0.583333,0.386364,0,0,0,1,0,0,0.966102,0.974576,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0.25,0,0,1,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.971942,0.99998,0.883333,0.421965,0.583333,0.409091,0,0,0,1,0,0,0.966102,0.966102,1,0.533100011,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,0,0,1,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.994414,0.991169,0.894444,0.421965,0.791667,0.840909,0,0,0,0,1,0,0.932203,0.932203,1,0.861911539,0,0,0,0,1,1,1,0,0,0,0,0,0.1875,0,0,1,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.971879,0.999992,0.9,0.421965,0.583333,0.522727,0,0,0,1,0,0,0.957627,0.957627,1,0.534261745,0,0,0,0,1,1,1,0,0,0,0,0,0.125,0,0,1,0,0
0,0,0,1,0,0,0.26506,0,1,0.35,0.525424,0.516304,0.513661,0.992865,0.991335,0.888889,0.421965,0.666667,0.409091,0,0,0,0,1,0,0.864407,0.864407,1,0.442931251,0,0,0,0,1,1,1,0,0,0,1,1,0.3125,0,0,0,1,0
0,0,0,1,0,0,0.451807,0,1,0.395,0.389831,0.396739,0.387978,0.987171,0.993208,0.911111,0.306358,0.625,0.363636,0,0,0,0,1,0,0.983051,0.983051,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3125,0,1,0,0,0
0,1,0,0,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.971807,0.988646,0.911111,0.427746,0.583333,0.272727,0,1,0,0,0,0,0.974576,0.974576,1,0.530776542,0,0,0,0,1,1,1,0,0,0,0,1,0.125,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0.5,0.525424,0.516304,0.513661,0.971814,0.988645,0.916667,0.421965,0.666667,0.704545,0,0,0,0,1,0,0.949153,0.949153,1,0.838489683,0,0,0,0,1,1,1,0,0,0,0,0,0.25,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0.5,0.525424,0.516304,0.513661,0.971835,0.988628,0.883333,0.421965,0.708333,0.568182,0,0,0,0,1,0,0.957627,0.957627,0,0.719159411,0,0,0,0,1,1,1,0,0,0,0,0,0.0625,1,0,0,0,0
